德力西集团有限公司,AA 展望:稳定,大公国际资信评估有限公司,胡成中(持股54.1%),重型电气设备,民营企业,6/10,产业,民营非上市企业，经营较为稳健，整体风险尚可。,,高低压设备,低压电气行业门槛一般，市场集中度较低，行业竞争较为激烈,民营非上市企业，股权结构较分散，股东均为自然人，实际控制人为胡成中；持有上市公司广东甘化（000576）41.55%，计划转型重组中，质押比例97.83%。,公司主营低压电气和仪器仪表业务，国内行业龙头地位，重要子公司德力西电气为公司与施耐德合资企业，施耐德持股50%，产能利用率维持在85%左右；贸易板块拉动收入，但基本无盈利；其他业务规模不大，但涉及基础建设和地产业，关注资金占用情况；原材料价格波动对公司影响较大。,公司财务稳健性尚可，但17年投资和筹资资金均出现大规模流出，资金压力较大，刚性负债存在短期化倾向，即期风险敞口加大，民营非上市企业需关注财务报表质量。,应收账款回收、债务偿还压力
新疆北新路桥集团股份有限公司,AA 展望:稳定,联合资信评估有限公司,新疆生产建设兵团建设工程(集团)有限责任公司(持股47.13%),建筑与工程,地方国有企业,6/10,产业,建筑行业资金压力大，存在一定行业利差；公司为新疆上市国企，规模一般，可要求一定的利差补偿。,,建筑工程,建筑行业受固定资产增速下滑的影响，承压较大；新疆等西部地区建设仍快，区域内建筑行业仍有较快发展。,公司为新疆地区上市国企，实际控制人为十一师国资委。,公司承包资质主要为公路类，业务区域集中于西部地区，新疆约占三分之一。公司业务类型以BT和PPP为主，关注资金压力和项目回款情况。建材销售、房地产业务规模不大，但是盈利的重要支撑。少量融资业务。整体盈利能力偏弱。,公司财务规模一般，建筑行业资金压力大，公司负债率83.42%，长期资本负债率接近80%，关注资金压力。,资金压力
淮安市清江浦城市资产经营有限公司,AA 展望:稳定,中诚信国际信用评级有限责任公司,-,其他多元金融服务,-,6/10,产业,-,,,-,-,-,-,-
重庆巨能建设(集团)有限公司,-,-,重庆市能源投资集团有限公司(持股100%),建筑与工程,地方国有企业,6/10,产业,-,,,-,-,-,-,-
浙江英特集团股份有限公司,AA 展望:稳定,上海新世纪资信评估投资服务有限公司,浙江省国际贸易集团有限公司(持股29.88%),保健护理产品经销商,地方国有企业,6/10,产业,公司是浙江省内医药流通龙头企业之一，在浙江省内医药流通行业有一定的市场份额。2017年12月份公司股东和实际控制人的变更将有助于公司进一步发展。公司负债率略高，应收款占资严重，对外部筹资依赖较强。,,医药商业,两票制的推行对医药流通行业的龙头企业有利。,国企A股上市公司，公司原股权较为分散，2017年12月份股东变更后，公司控股股东已变更为浙江省国际贸易集团有限公司，实际控制人已变更为浙江省国资委。,公司是浙江省内医药流通龙头企业之一，主营药品销售、 中药销售和医疗器械的销售，以药品销售为主。公司在浙江省内县以上医疗机构、连锁药店已基本实现全覆盖，基药配送实际区域覆盖率达86.70%。近年公司药品销售收入持续增长，但值得注意的是近年公司兼并收购频繁，对公司整合和管理能力构成了较大挑战。,公司负债率较高，受医药流通行业特点，公司应收账款规模大，经营现金流表现不佳，短期借款规模大，存在较大流动性压力。,运营管理风险；流动性风险；
国脉科技股份有限公司,AA 展望:稳定,中证鹏元资信评估股份有限公司,林惠榕(持股21.9%),信息科技咨询与其它服务,民营企业,6/10,产业,-,,通信设备,-,-,-,-,-
天津华勘集团有限公司,AA 展望:稳定,联合资信评估有限公司,天津华北地质勘查局(持股95%),综合类行业,地方国有企业,6/10,产业,-,,综合,矿业勘察投入与矿业资源价格关系较为密切，随着我国经济增速的下降，采矿业景气度的下降，矿业勘察的发展已有所放缓。,公司股东为天津华北地质勘查局，实际控制人为天津市人民政府，具有一定的外部支持能力。,公司主要经营矿业勘探与开发、工程施工、房地产开发等业务，其中国内矿业勘探与开发主要收入来源于探矿权与采矿权的转让，已经储备了几个较有前景的探矿（采矿）权；工程施工主要为桩基工程；房地产开发主要位于天津，规模不大。总体来看，经营较为稳定。,公司资产负债率较高，16年6月末为71%，但是多为应付账款等经营性负债，有息负债规模较少，货币资金多于有息债务规模。此外，公司的探矿权与采矿权才有成本入账，一定程度上低估了公司的净资产价值。由于公司盈利能力一般，利息保障倍数不高。总体来看，公司财务风险较为可控。,公司探矿权和采矿权转让情况；应收账款回收情况。
鸿商产业控股集团有限公司,AA+ 展望:稳定,中诚信证券评估有限公司,于泳(持股99%),多领域控股,民营企业,6/10,产业,母公司本部为资本运作的产业投资平台，核心资产集中于收购的上市子公司洛阳钼业，潜在风险偏大。,,综合,公司主业所在的铜、钼、钨等有色金属行业价格稳定性差，易受国际市场等外部环境影响；好在其主要经营实体洛阳钼业行业地位较强，行业抗风险能力较强。,实际控制人为自然人于泳。2014年对上市公司洛阳钼业36%控股后对其形成实际控制，17年7月洛阳钼业定增后180亿公司仍控股24.69%，仍为第一大股东（不过洛矿集团控股比例也达到24.68%）。公司对洛阳钼业实际控制权值得关注。,公司并表核心主业为有色金属业务，由洛阳钼业运营。其是世界领先的钼钨生产商之一，拥有全国最大的钼铁、氧化钼生产能力，同时也是国内第二大的钨精矿生产商，行业竞争优势明显；收益于主要金属产品铜、钴、钼及钨市场价格有较大幅度上涨，业绩持续改善。 保险金融服务业务方面，保险业务板块的主要运营实体为中法人寿保险有限责任公司，不过业务发展一般。 公司还涉及医药、新能源、新材料等产业投资，历史投资收益较好，但收益可持续性及稳定性值得关注。总体看，公司主要以产业投资形式对控股企业实现并表，实际控制人参与实业经营的意愿和能力值得警惕。,得益于并表的洛阳钼业良好的经营效益，公司盈利表现尚可。不过16年以来公司进行大量海外收购，债务规模大幅攀升。偿债能力出现明显恶化，17年随着盈利的大幅改善偿债能力指标会有明显改善。但长期偿债能力看，仍需要观察未来收购资产的效益实现情况。,对核心子公司洛阳钼业实际控制力；实际控制人偏好资本运作而非实业经营；洛阳钼业潜在大额分红政策对债权人利益损害；

中信富通融资租赁有限公司,AA 展望:稳定,东方金诚国际信用评估有限公司,中信资产管理有限公司(持股51%),其他多元金融服务,中央国有企业,6/10,产业,公司主要开展基础设施、医疗器械方面的融资租赁业务，但是化工和制造类的民营企业融资租赁款投放占比也达到15%，面临一定的信用风险。本期债券由中信资产管理有限公司担保，具有一定增信作用。,,租赁,融资租赁行业主要客户属于银行和债券融资较为困难的主体，面临的信用风险较大。且大部分融资租赁公司不属于金融机构，自身的融资成本较高。,公司实际控制人是中信集团，本次债券有控股股东中信资管的担保，预计会有较强外部支持。,公司主要开展基础设施、医疗器械方面的融资租赁业务，但是化工和制造类的民营企业融资租赁款投放占比也达到15%，面临一定的信用风险。,公司资产负债率较高，不良率升高，财务风险有增大趋势。,融资租赁款的逾期和损失情况
游族网络股份有限公司,AA 展望:稳定,中诚信证券评估有限公司,林奇(持股34.84%),家庭娱乐软件,民营企业,6/10,产业,-,,互联网传媒,-,-,-,-,-

宁波均胜电子股份有限公司,AA+ 展望:稳定,联合资信评估有限公司,均胜集团有限公司(持股34.56%),机动车零配件与设备,民营企业,6/10,产业,公司基本面良好，整车客户均为宝马、大众等国外优质资源；关注竞争激烈导致盈利空间收窄以及海外并购风险。,,汽车零部件,2017年以来汽车销量增速明显放缓，但长期看相较于人均gdp相似的巴西、俄罗斯等国，人均汽车保有量仍有较大上升空间；17年末购置税的2.5%的优惠的效果不如2016年底的5%的消费者感受利益更大，随着18年购置税政策的彻底退出，汽车需求或进一步趋弱，此外考虑机构普遍对18年经济增长预期较低，厂家的冲刺能力也不会很强。短期内将面临一定去库存压力。另外中美贸易战中方已让步，美国进口车关税大幅下降，可能影响国内整车和配套厂商。,公司为民营背景上市公司，君盛集团持股33.56%（持续减持），控股股东大比例股权质押。,公司主营汽车零部件和汽车电子产品生产业务，其中汽车零部件产品包括核心产品风窗洗涤系统、出风口系统、发动机进气管等；汽车电子产品业务由德国普瑞负责经营，主要包括空调控制系统、驾驶控制系统、电子控制单元和仪表及传感器系统，主要配套宝马、大众、通用、福特等高端整车厂中高端产品，与主要整车厂商客户已形成稳固的伙伴关系，业务整体稳定。公司海外并购持续推进中，若并购成功则业务规模大幅提升，但仍需关注海外并购风险。,至18年6月，公司总资产500.76亿，负债率65%，收入大规模提升，但盈利空间不断收窄。预计未来一段时间整体偿债水平将保持稳定。,商誉规模大，关注减值风险；17年利润中汇兑损益贡献大，稳定性欠佳；
